date,latitude,longitude,descr_cat_veh,descr_agglo,descr_lum,age,descr_dispo_secu,descr_grav,descr_type_col
28,44.4,0.216667,21,1,1,97.0,14,3,1
8,49.35,0.883333,21,1,1,35.0,8,1,1
44,50.4167,2.98333,21,2,1,87.0,14,4,3
10,47.0333,-1.63333,7,1,3,49.0,11,4,3
21,45.3833,1.28333,21,1,4,33.0,14,3,2
15,47.35,0.666667,13,2,2,38.0,11,3,3
12,50.5667,1.7,17,1,3,61.0,8,3,6
14,49.4,2.96667,21,2,1,36.0,14,2,3
7,44.0833,4.75,4,2,1,28.0,5,3,3
16,49.1167,-1.08333,13,2,1,33.0,11,2,8
4,49.4167,2.83333,21,1,1,46.0,14,3,1
34,45.2333,5.8,21,1,4,94.0,14,1,1
7,49.1333,1.78333,21,2,1,73.0,14,2,3
12,45.15,3.53333,21,1,1,36.0,14,4,3
22,45.4,4.08333,21,1,1,33.0,14,1,1
17,43.3,3.33333,21,1,3,37.0,14,2,6
5,43.6,1.43333,21,2,2,36.0,14,1,1
11,48.7333,4.58333,21,2,1,36.0,14,1,1
46,45.4667,4.83333,23,1,1,45.0,14,3,8
19,49.1667,2.25,21,2,2,60.0,14,4,1
18,42.5667,2.96667,7,1,1,56.0,11,4,6
14,46.3884,6.69889,7,1,1,66.0,11,4,8
40,50.4833,1.71667,21,2,2,43.0,14,4,1
28,45.8667,3.6,21,2,2,59.0,14,1,1
14,43.6333,5.1,7,2,1,56.0,11,2,1
18,48.6167,6.25,7,1,1,39.0,11,1,4
37,48.6333,2.45,1,2,1,45.0,14,1,2
36,50.6333,3.06667,21,2,1,56.0,14,1,2
4,50.9333,2.08333,10,1,3,60.0,14,4,8
29,43.9833,4.9,21,2,2,62.0,14,2,6
43,47.9333,0.666667,17,1,3,60.0,14,3,3
3,49.5667,2.3,21,2,2,41.0,14,1,1
31,46.0333,6.0,14,1,1,66.0,11,3,3
32,46.9333,4.83333,21,1,3,84.0,14,4,3
3,45.6917,4.93333,21,2,4,66.0,14,2,1
30,42.9833,2.61667,7,1,1,65.0,11,4,8
21,46.55,0.333333,21,2,2,38.0,14,4,2
35,48.5833,7.75,4,2,1,48.0,10,1,2
40,49.1833,-0.35,21,2,2,34.0,14,2,6
26,49.2,5.91667,21,1,1,33.0,14,1,1
33,43.1,5.88333,23,2,1,39.0,8,1,1
46,49.5167,5.76667,21,2,1,54.0,8,1,3
15,45.05,5.05,4,2,1,65.0,5,4,2
50,50.35,3.55,7,1,3,65.0,11,4,2
6,48.7667,-3.51667,21,1,1,86.0,15,4,2
42,43.2833,3.28333,7,2,1,58.0,11,3,3
19,43.8333,4.35,21,2,2,33.0,8,1,1
49,43.3667,-0.583333,21,1,4,62.0,14,2,3
38,43.85,1.8,21,1,1,33.0,14,4,1
4,48.7333,2.33333,21,1,1,39.0,14,2,1
48,46.5,-1.78333,21,2,2,80.0,14,3,2
20,47.9,0.033333,25,1,3,67.0,14,3,1
26,48.7167,-3.2,21,1,1,50.0,15,4,8
24,49.7667,2.75,21,1,1,97.0,14,3,1
44,44.35,2.56667,21,2,2,37.0,14,2,2
35,48.8333,7.11667,21,1,3,50.0,15,4,2
22,46.75,5.5,21,1,1,58.0,14,4,8
38,48.2333,0.166667,21,1,1,85.0,14,4,2
47,49.0833,1.48333,21,2,1,60.0,14,1,2
3,49.3833,2.58333,21,1,3,56.0,15,4,2
36,43.25,2.21667,21,1,1,77.0,14,1,1
47,49.0167,2.46667,21,2,3,65.0,14,4,3
17,49.0667,3.63333,4,1,1,60.0,5,2,8
49,48.4333,-4.61667,21,2,1,75.0,14,1,1
48,48.6833,6.21667,21,2,1,88.0,14,1,2
24,50.2,2.46667,21,2,1,69.0,14,4,2
25,50.4167,2.93333,21,2,1,36.0,14,1,6
43,41.5909,9.27973,21,1,1,69.0,15,4,8
29,43.9833,4.9,21,2,2,41.0,8,3,6
50,47.2833,5.0,7,2,1,45.0,11,4,2
5,45.9333,-0.983333,21,2,1,26.0,14,2,7
40,43.2333,0.083333,21,2,1,54.0,14,1,2
21,45.15,3.53333,21,1,1,38.0,14,4,3
48,44.3833,1.45,21,1,4,32.0,14,4,2
31,47.8167,1.08333,5,1,1,70.0,11,4,1
44,49.0333,2.88333,5,1,3,31.0,11,4,4
26,47.6167,6.73333,7,1,3,59.0,11,4,8
23,50.4333,2.93333,21,1,1,56.0,14,1,1
15,48.2167,6.95,5,2,1,33.0,11,3,1
21,45.86,0.763334,13,2,1,36.0,11,4,8
37,45.4333,4.4,7,2,1,60.0,11,2,1
21,48.6333,6.35,7,2,1,38.0,11,3,1
44,43.6,3.11667,21,1,1,38.0,14,3,3
31,48.7167,7.08333,21,2,5,43.0,14,2,3
8,49.0833,4.21667,21,1,3,33.0,14,3,3
3,48.1833,6.45,21,2,1,56.0,14,1,3
18,48.55,-2.28333,7,1,1,38.0,11,3,8
20,46.5833,0.333333,21,2,1,60.0,14,1,1
33,44.05,0.05,21,1,1,88.0,14,4,1
38,48.0833,-1.68333,15,2,1,64.0,11,2,1
34,43.5167,1.46667,7,2,3,50.0,11,4,2
27,48.7167,1.9,21,1,2,53.0,14,2,1
19,48.6553,2.63472,21,1,4,65.0,15,4,6
47,49.2167,2.61667,5,1,2,63.0,11,4,1
28,49.2333,1.21667,8,2,1,32.0,11,4,2
38,49.5,0.133333,13,2,1,29.0,11,3,2
34,44.2167,-0.916667,21,1,1,60.0,14,1,2
41,48.1981,3.28389,5,2,1,32.0,11,2,1
32,43.9333,4.68333,21,2,1,59.0,14,1,3
9,48.2,4.2,21,2,3,71.0,14,3,3
14,47.75,-3.36667,21,2,1,64.0,14,1,3
32,45.6333,-1.08333,7,2,1,63.0,11,3,1
24,45.8667,5.95,21,1,1,43.0,14,4,2
24,43.4167,3.41667,21,1,3,34.0,14,4,2
23,44.0167,1.35,13,1,1,29.0,11,2,1
33,49.65,2.2,7,1,1,40.0,11,4,8
4,46.1667,-1.15,4,2,2,63.0,5,4,4
34,45.0167,0.066667,21,2,3,37.0,15,4,2
29,43.4167,6.43333,7,1,3,57.0,11,3,8
15,49.4167,2.83333,21,2,1,76.0,14,2,6
31,43.4,3.68333,5,2,2,35.0,11,4,8
43,45.2333,4.25,4,1,2,43.0,7,4,1
14,49.3667,6.16667,7,1,1,40.0,11,4,1
18,48.65,-2.01667,21,2,1,62.0,14,1,2
5,48.5833,7.75,21,2,1,78.0,14,1,3
50,43.55,2.11667,21,1,1,61.0,14,4,2
15,43.6931,4.61056,21,1,1,35.0,14,4,3
45,43.1333,5.98333,23,2,1,42.0,8,1,4
29,48.4333,3.75,21,1,1,93.0,14,1,7
4,48.8,2.13333,21,2,2,99.0,14,1,2
44,50.7,3.16667,21,1,1,40.0,8,2,3
34,49.4667,2.11667,13,2,1,71.0,11,3,8
23,48.9,2.1,21,2,1,89.0,14,1,1
48,50.3833,3.05,21,2,2,66.0,14,1,2
8,49.0167,2.6,23,1,1,49.0,8,4,2
42,42.9,2.11667,21,1,1,82.0,14,4,8
14,45.7672,5.00333,7,1,1,61.0,11,3,4
4,50.4167,2.98333,21,1,2,83.0,14,2,6
39,42.6975,9.36195,21,1,3,36.0,15,4,2
30,42.5167,2.15,10,1,1,45.0,14,2,7
7,45.4333,4.4,7,2,1,52.0,11,2,1
46,45.9167,4.78333,21,1,3,37.0,14,1,4
14,47.2167,2.08333,21,2,1,61.0,14,1,1
42,48.45,1.46667,8,2,1,51.0,11,3,3
36,50.0167,1.76667,21,2,1,49.0,15,4,3
10,48.0833,-1.68333,4,2,1,37.0,11,2,1
20,46.25,0.501668,7,2,1,52.0,11,2,8
45,48.9667,1.71667,21,1,1,35.0,14,2,1
37,49.15,4.08333,21,1,1,35.0,14,4,3
41,48.7333,1.36667,21,2,1,59.0,14,2,7
31,46.15,-1.08333,21,2,1,47.0,14,2,4
22,45.5333,0.666667,7,2,1,54.0,11,3,7
25,47.3333,1.45,21,1,1,42.0,14,1,2
7,46.7167,-1.45,21,1,1,97.0,14,3,2
25,46.9833,0.883333,7,1,1,64.0,11,4,8
34,43.4,3.68333,8,1,3,42.0,11,3,8
45,43.6,1.43333,21,2,1,82.0,14,2,1
6,43.8333,1.75,21,1,1,88.0,14,3,3
4,45.7,4.46667,21,2,2,37.0,15,3,2
2,47.5833,1.38333,21,2,2,49.0,14,2,3
40,49.3589,6.18862,21,2,1,46.0,14,1,4
27,45.4333,4.4,21,2,1,21.0,14,2,1
10,49.1333,6.16667,21,2,2,44.0,14,2,4
11,47.9333,2.13333,23,2,1,87.0,14,1,1
5,48.5167,3.86667,23,1,3,54.0,14,4,2
37,47.9333,6.66667,13,2,1,31.0,11,3,3
3,44.7,0.416667,21,1,1,50.0,14,4,2
24,43.5,2.4,21,1,3,30.0,14,2,2
9,48.6833,6.2,5,2,2,40.0,11,2,4
25,44.8333,-0.633333,21,1,1,37.0,14,1,7
1,43.4667,5.25,21,2,1,91.0,8,4,1
36,43.45,3.41667,7,1,1,61.0,11,4,3
26,45.5167,1.2,13,2,1,46.0,11,3,1
50,50.75,3.15,5,2,2,69.0,11,4,8
17,45.7833,3.08333,21,2,1,34.0,14,1,1
47,43.6167,1.3,7,1,1,59.0,11,4,2
42,46.1667,-1.15,21,2,1,44.0,14,1,1
36,50.0833,1.61667,7,1,4,51.0,11,4,1
35,47.95,2.85,7,2,1,42.0,11,4,1
8,47.2833,1.33333,7,1,1,37.0,11,3,3
21,42.4081,9.48001,21,2,2,36.0,14,4,2
18,43.2167,6.61667,21,1,1,35.0,14,3,3
51,43.6,1.43333,21,1,1,26.0,14,2,4
4,48.0833,-1.68333,21,2,2,51.0,14,2,1
33,48.5833,7.75,21,2,1,59.0,14,2,6
16,49.5333,-1.86667,12,2,1,63.0,14,3,1
4,46.9833,3.16667,21,2,1,81.0,14,1,1
34,49.4167,6.1,13,2,1,30.0,11,4,6
18,43.6,1.43333,21,2,4,51.0,1,2,4
38,43.7,1.35,7,2,4,57.0,11,4,6
9,44.942,5.85639,21,1,3,50.0,14,3,8
42,43.8333,4.35,21,1,1,47.0,8,2,1
30,48.5833,7.75,21,2,1,38.0,14,2,2
27,47.7833,7.0,7,2,1,58.0,11,3,4
41,43.75,-0.75,21,1,3,36.0,15,4,8
21,44.9167,-0.233333,21,2,1,69.0,14,1,1
40,48.5167,-4.15,21,1,1,48.0,14,3,6
45,49.2053,6.69584,21,1,4,31.0,14,4,3
6,49.1,6.15,21,1,1,63.0,8,2,1
12,45.7833,3.08333,21,2,1,40.0,14,1,1
36,45.6167,4.93333,21,1,1,55.0,14,2,6
45,48.7,2.18333,21,1,4,15.0,14,1,2
8,48.75,1.91667,21,2,1,43.0,14,2,1
33,48.25,7.18333,21,1,3,43.0,14,2,8
12,48.4667,5.43333,21,1,3,33.0,14,4,2
20,46.1667,-1.15,23,2,1,55.0,14,1,2
7,49.6509,2.04917,21,2,2,41.0,14,2,4
23,48.8167,2.61667,7,1,1,37.0,11,2,4
22,43.6,1.43333,21,2,1,53.0,14,1,6
25,49.2,6.93333,13,2,1,27.0,5,3,1
4,48.2333,4.08333,21,1,1,44.0,14,1,2
2,43.6333,1.6,21,1,1,74.0,14,3,3
24,50.4333,2.71667,23,1,1,48.0,14,2,3
15,50.5167,2.75,13,1,2,51.0,11,4,7
36,47.8667,3.45,21,1,1,59.0,14,1,2
3,48.9833,-1.53333,5,1,1,39.0,5,4,1
4,48.2306,4.30584,21,2,1,80.0,14,3,1
36,46.8,4.43333,21,2,1,75.0,14,2,2
34,45.4333,4.4,23,2,1,67.0,14,1,2
40,46.3,4.83333,13,2,1,29.0,11,2,1
30,47.05,-1.5,21,1,1,90.0,14,4,3
25,49.65,-1.65,7,2,1,43.0,11,4,1
14,43.5667,3.9,13,2,2,33.0,11,2,1
23,49.25,1.21667,21,2,2,45.0,8,1,2
7,48.8667,3.28333,21,1,1,69.0,14,4,3
17,43.1167,5.93333,4,2,1,29.0,1,2,3
50,47.95,0.266667,21,1,4,45.0,14,3,6
24,50.6333,3.06667,21,2,1,44.0,14,1,1
44,49.05,4.3,21,1,1,53.0,14,3,8
52,46.8333,4.33333,21,1,3,33.0,14,2,8
15,45.3833,5.25,8,1,1,33.0,11,4,1
16,48.6833,6.2,21,2,2,47.0,14,1,1
20,48.0833,-1.68333,4,2,1,74.0,11,3,1
36,48.9333,2.05,21,2,1,37.0,14,2,4
8,44.0833,4.13333,7,1,1,36.0,11,4,1
23,45.75,3.21667,21,2,2,38.0,15,3,2
25,43.9667,-1.08333,21,1,3,40.0,14,4,2
21,49.0167,1.71667,21,2,1,33.0,14,3,2
23,48.75,1.91667,23,1,1,69.0,14,3,6
31,45.2833,2.03333,21,1,1,51.0,14,3,8
26,46.5333,6.01667,7,1,1,70.0,11,4,3
33,46.1667,-1.26667,8,1,1,60.0,11,4,3
18,49.36,0.075277,13,2,1,31.0,11,3,8
34,50.95,1.83333,13,2,1,30.0,11,2,2
16,44.1,-0.283333,7,1,4,62.0,11,3,1
34,49.0167,1.15,21,1,3,64.0,14,3,2
20,48.6833,6.2,21,2,1,34.0,14,1,1
36,47.4,0.666667,5,2,1,32.0,11,2,1
47,48.1,4.56667,21,1,3,72.0,14,2,6
10,43.6234,6.70223,13,1,3,31.0,11,4,3
38,45.6833,5.43333,21,1,1,84.0,14,3,2
2,42.8167,2.5,21,1,4,68.0,14,4,6
17,48.5833,2.45,21,1,1,28.0,14,1,2
35,49.8,2.2,21,1,1,76.0,14,3,1
35,47.15,2.35,4,1,1,80.0,11,3,4
36,49.9667,2.81667,21,1,1,45.0,14,3,3
28,43.9833,4.21667,21,1,3,46.0,15,3,8
22,43.45,1.43333,23,1,1,85.0,15,4,2
50,46.1333,1.98333,5,1,3,32.0,11,4,3
33,43.7,4.28333,4,2,1,78.0,5,3,3
34,50.6833,2.9,5,2,1,33.0,11,1,2
35,48.4167,6.13333,24,1,1,53.0,14,3,2
24,47.3333,5.15,2,2,1,70.0,14,1,3
2,45.7333,4.8,21,2,2,61.0,15,4,2
37,49.545,2.94639,4,1,4,59.0,2,4,3
35,48.8,2.06667,21,1,1,52.0,14,4,8
24,47.0,5.08333,21,1,1,74.0,14,3,3
41,48.5833,7.75,21,2,2,35.0,8,4,2
42,47.3167,5.0,21,2,2,73.0,14,1,6
18,44.7931,0.853612,21,1,3,36.0,14,2,2
11,50.4833,2.96667,21,1,1,35.0,14,2,8
23,49.1667,-1.35,21,1,1,34.0,14,3,4
25,45.6,-1.0,21,2,2,68.0,8,2,2
34,46.3833,4.61667,21,1,1,55.0,14,4,3
47,48.2556,3.78056,21,1,3,33.0,14,4,2
37,46.95,4.68333,7,1,1,62.0,11,4,8
32,49.05,-1.43333,21,2,4,36.0,14,3,2
44,50.5667,2.48333,4,1,1,100.0,1,4,6
32,49.15,0.233333,7,2,1,61.0,11,2,1
28,43.955,4.42445,13,1,1,30.0,11,3,3
39,50.5167,1.58333,4,2,1,31.0,1,2,1
30,49.5667,2.3,21,2,2,65.0,14,1,1
35,44.7333,1.38333,21,1,3,67.0,14,1,3
22,48.45,7.66667,5,1,1,28.0,11,3,3
19,45.1667,5.71667,21,2,1,45.0,14,2,1
4,49.3667,2.11667,21,1,3,43.0,14,3,2
3,46.0,1.21667,3,1,1,85.0,15,3,8
21,48.6833,2.41667,21,2,1,87.0,14,1,6
12,45.6333,-1.03333,13,2,1,31.0,11,2,3
40,43.6,1.43333,21,2,1,62.0,14,1,4
30,48.1833,-4.06667,21,1,1,38.0,14,4,1
43,50.5833,3.11667,7,2,1,65.0,11,4,2
16,42.6833,2.88333,21,1,3,34.0,14,2,2
46,50.4333,2.93333,5,2,1,38.0,11,3,1
44,44.0167,1.35,21,1,3,35.0,14,3,2
24,51.05,2.36667,21,2,2,46.0,14,2,2
47,45.8,0.033333,21,1,1,102.0,14,3,1
11,46.2667,4.76667,21,1,3,60.0,15,4,3
49,47.3833,0.433333,21,2,4,37.0,14,3,8
3,46.5167,2.0,23,1,1,66.0,14,1,4
35,47.8667,1.9,21,1,2,42.0,14,1,1
6,45.6917,4.93333,21,1,1,91.0,14,2,6
32,48.7667,0.983333,21,1,1,45.0,14,3,3
19,47.5833,7.45,7,2,1,73.0,11,3,8
47,49.7333,0.6,4,1,1,70.0,11,3,6
4,48.8167,3.03333,21,1,1,54.0,14,2,8
15,47.2833,5.0,21,2,1,35.0,14,2,1
17,49.15,0.233333,21,2,1,53.0,14,2,7
19,48.9833,1.71667,7,2,1,31.0,11,2,1
22,45.5333,0.666667,21,2,1,49.0,14,1,7
24,49.65,-1.65,21,2,1,35.0,14,1,6
14,48.7984,2.60528,13,2,1,31.0,11,3,4
31,46.55,0.416667,10,1,1,46.0,14,1,2
30,44.7333,-0.383333,7,1,1,35.0,11,3,1
46,44.6343,-1.13704,21,2,2,39.0,14,3,2
44,45.5833,-0.55,7,1,1,43.0,11,3,3
23,48.4906,1.26195,21,2,2,42.0,14,2,1
45,50.0667,2.01667,21,1,1,85.0,14,4,3
43,47.2833,5.76667,5,2,2,33.0,5,3,2
38,47.9833,-4.18333,2,1,3,74.0,14,3,8
32,43.4833,-1.56667,21,2,1,68.0,14,1,1
23,50.45,2.93333,21,2,1,48.0,14,1,1
14,49.4333,1.03333,7,1,1,45.0,11,3,4
38,49.05,1.6,13,1,1,61.0,11,3,8
31,42.5303,8.90112,21,1,1,80.0,15,4,2
20,49.15,2.43333,8,2,1,71.0,11,3,3
42,48.7333,3.56667,5,2,1,34.0,11,3,1
17,44.55,-0.25,21,1,1,60.0,14,1,6
24,49.4833,0.466667,23,1,1,73.0,14,1,1
41,47.3167,5.0,21,2,1,33.0,14,1,4
48,48.7667,6.13333,7,2,2,35.0,11,4,2
30,49.35,6.15,21,2,2,38.0,14,3,2
17,46.5667,-0.3,13,1,1,30.0,11,4,8
15,43.3833,-1.66667,21,2,2,50.0,14,2,2
35,48.15,6.78333,21,1,3,38.0,14,4,8
51,43.1167,5.93333,21,1,4,92.0,14,3,2
49,47.8833,2.51667,21,1,1,35.0,14,4,1
31,43.25,2.41667,21,1,1,83.0,14,3,3
2,45.7833,3.08333,21,2,2,73.0,14,1,2
29,43.3833,0.05,21,1,1,42.0,14,4,1
32,48.9167,1.98333,2,1,1,56.0,14,1,1
33,49.0333,2.33333,8,2,1,58.0,11,3,1
26,46.0367,4.06889,7,2,1,64.0,11,4,1
45,48.7523,0.688889,21,1,3,35.0,14,4,3
19,49.15,-0.25,17,1,1,41.0,14,1,1
5,45.7833,3.08333,21,2,2,38.0,14,2,2
33,45.4667,4.5,21,1,1,43.0,14,2,2
32,44.1,3.08333,7,2,1,36.0,3,3,1
49,48.8,2.18333,21,1,1,70.0,14,1,7
16,44.8503,0.2575,5,1,1,32.0,11,3,2
10,48.9833,1.71667,21,2,1,45.0,14,1,2
39,43.8833,4.48333,13,1,1,30.0,11,2,2
25,47.4,0.666667,7,2,1,58.0,11,3,1
18,48.9333,2.61667,23,1,1,70.0,14,1,7
46,43.6,1.43333,15,2,2,41.0,11,1,1
47,49.1667,-0.116667,21,1,3,21.0,14,2,3
13,43.6,1.43333,21,1,2,36.0,14,2,7
40,48.7333,-3.46667,13,2,1,31.0,11,1,1
50,49.15,0.233333,21,1,2,81.0,14,2,1
9,48.3667,4.48333,21,2,1,78.0,14,1,4
29,49.05,2.96667,7,1,1,43.0,11,1,1
18,46.9833,3.16667,21,2,1,84.0,14,1,3
45,45.3,5.63333,21,1,2,33.0,14,4,2
27,47.5333,6.85,13,2,4,29.0,5,2,1
32,44.8333,-0.633333,23,2,1,53.0,14,1,1
46,47.3833,0.683333,21,2,1,37.0,14,1,6
43,49.1333,6.16667,21,2,3,38.0,14,1,1
24,46.3,4.48333,12,1,4,42.0,5,3,8
5,50.0689,3.33584,21,2,3,51.0,14,4,2
30,48.8,2.13333,21,1,1,45.0,8,2,1
20,47.2167,2.08333,21,2,1,71.0,14,1,1
28,50.642,3.10778,21,2,1,34.0,14,1,1
3,45.5,1.53333,21,1,1,55.0,14,1,2
10,48.5833,7.75,5,2,1,41.0,11,2,1
33,48.4,2.7,21,1,1,32.0,14,3,1
19,48.6333,2.33333,7,2,2,38.0,11,3,8
34,49.4333,1.08333,7,2,4,56.0,11,4,1
24,45.95,-0.516667,7,1,1,47.0,11,3,3
38,45.7,5.76667,13,2,1,41.0,5,3,2
27,48.15,-2.46667,8,1,1,51.0,11,4,3
24,50.7,2.83333,21,1,1,64.0,15,1,1
24,49.3667,6.16667,21,2,1,38.0,14,1,2
50,45.6333,6.3,21,1,1,91.0,14,3,2
1,47.35,5.93333,13,1,3,76.0,11,4,2
35,48.2556,3.78056,21,1,1,91.0,14,2,1
38,47.3833,0.65,21,2,1,101.0,8,1,1
50,48.4,7.61667,21,1,3,33.0,14,4,2
22,49.2781,-0.203333,21,2,1,58.0,14,1,4
25,47.6167,3.35,23,1,1,38.0,14,4,8
10,48.5,4.2,21,1,3,27.0,15,4,2
52,45.7667,4.88333,21,1,2,34.0,14,1,6
41,48.7833,-3.23333,13,2,1,40.0,11,3,1
28,47.3167,5.01667,21,2,2,33.0,14,1,2
13,50.6333,2.95,21,2,1,63.0,14,2,2
32,47.3833,0.733333,21,1,1,82.0,1,2,7
6,47.3333,5.93333,21,1,1,77.0,14,3,1
16,48.6833,6.2,21,2,2,62.0,8,2,1
42,50.9667,2.31667,7,1,1,51.0,11,4,3
12,46.1333,1.95,21,1,1,31.0,14,1,1
14,49.65,-1.65,21,2,2,48.0,8,4,8
4,43.1167,5.93333,21,2,1,61.0,8,1,1
25,49.3167,6.08333,21,2,1,21.0,14,2,4
29,46.1667,-1.15,4,2,1,57.0,11,2,1
7,48.3333,0.083333,21,1,1,41.0,14,3,2
24,43.8333,4.35,21,2,1,71.0,14,2,4
2,47.7333,-3.23333,21,1,4,67.0,14,1,6
34,45.25,0.783333,21,1,1,68.0,14,4,6
41,47.35,0.666667,21,1,1,42.0,14,2,8
33,42.6167,2.43333,21,2,1,47.0,14,2,3
51,49.0167,1.15,21,2,4,52.0,14,2,1
31,45.6,5.88333,13,1,3,61.0,11,4,3
43,48.65,6.18333,21,2,1,39.0,14,1,4
3,49.55,0.116667,21,1,1,82.0,14,4,2
15,48.5833,2.56667,21,2,4,61.0,14,2,2
47,48.4709,4.99362,21,1,3,53.0,14,4,8
38,45.6333,3.25,21,1,3,34.0,14,3,8
36,48.7333,1.36667,21,2,1,60.0,8,4,6
24,48.5833,7.75,23,2,1,44.0,14,2,1
12,43.6,1.43333,21,2,1,33.0,14,1,4
38,48.8833,2.6,21,2,1,51.0,14,1,7
3,45.6667,-1.01667,21,1,1,77.0,14,4,2
22,47.2833,-2.2,21,2,1,37.0,14,1,1
51,45.7833,3.08333,21,2,2,33.0,14,3,2
38,48.85,2.01667,21,1,1,73.0,15,4,2
32,43.9333,4.68333,7,2,1,77.0,11,3,3
40,45.7667,4.88333,4,2,1,58.0,11,3,2
51,43.5512,1.02333,21,1,1,58.0,14,2,4
9,50.6667,3.08333,21,2,2,50.0,14,2,1
26,48.9667,2.25,21,1,3,35.0,7,3,2
29,43.7833,4.3,21,1,1,38.0,14,3,6
25,48.6833,2.41667,21,2,1,39.0,8,1,1
24,48.1167,3.18333,21,1,1,91.0,14,3,1
12,43.8333,-0.55,4,2,4,79.0,11,3,1
8,46.45,-1.16667,7,1,1,56.0,11,4,8
19,43.3,-0.366667,21,2,1,61.0,14,3,2
12,43.3,-0.366667,5,2,1,35.0,11,2,1
50,48.6833,-0.8,23,1,1,61.0,14,1,2
10,49.0431,-0.806389,21,1,1,64.0,14,3,4
36,43.4833,-0.916667,21,1,3,50.0,15,4,2
13,42.6833,2.88333,7,1,1,60.0,11,3,1
3,43.4167,6.76667,7,2,2,64.0,11,3,1
12,49.3856,1.0275,15,2,4,49.0,11,2,1
35,48.1,6.4,21,1,3,45.0,14,3,3
35,49.0167,1.9,21,2,1,41.0,14,2,4
27,49.4333,1.08333,7,2,1,40.0,11,2,4
30,47.3833,0.683333,21,2,1,49.0,14,1,2
17,47.2667,-0.083333,21,2,1,48.0,14,3,2
48,48.8833,8.06667,21,1,3,50.0,14,2,8
47,48.85,6.83333,23,1,1,38.0,14,2,3
28,49.4333,1.08333,21,2,1,41.0,14,1,1
34,50.45,2.48333,21,1,3,26.0,15,3,3
24,47.8167,-3.63333,7,1,1,38.0,11,4,1
47,43.3,-0.383333,21,2,1,45.0,14,1,7
42,49.4167,0.233333,7,2,1,51.0,11,2,8
32,44.2,5.26667,8,1,1,51.0,11,4,8
22,49.65,-1.65,21,2,1,24.0,14,2,4
21,47.45,4.3,21,2,4,42.0,15,4,2
34,49.3667,0.083333,7,2,2,31.0,11,2,3
2,46.55,4.21667,21,1,3,35.0,14,3,1
47,48.05,-1.33333,21,1,3,52.0,15,4,3
15,45.7833,3.08333,21,2,2,31.0,1,4,2
14,45.45,5.75,7,1,1,62.0,11,3,1
41,48.5833,7.75,4,2,2,71.0,1,2,1
49,43.6,1.43333,21,1,2,41.0,14,2,7
11,47.75,-3.36667,21,2,2,35.0,14,1,1
47,45.7833,3.08333,21,2,4,40.0,14,1,2
19,48.85,2.65,21,1,1,64.0,14,1,1
9,46.8,1.63333,21,1,1,56.0,14,1,1
20,43.5333,-1.46667,21,2,1,74.0,14,1,1
9,48.7333,0.883333,21,1,1,75.0,14,4,6
2,48.2,5.95,21,2,2,33.0,14,2,2
48,48.795,5.21584,21,1,1,92.0,1,4,6
40,45.4333,4.4,7,2,1,41.0,11,2,1
20,48.45,5.8,21,1,1,45.0,14,1,6
42,47.2167,-1.55,13,2,1,29.0,11,3,1
20,45.8667,4.8,21,1,1,74.0,14,3,4
30,43.6,3.88333,13,2,1,52.0,11,3,1
21,44.35,-1.06667,10,1,1,60.0,14,1,1
39,43.6,1.43333,21,2,2,37.0,14,2,1
38,44.8333,-0.633333,21,1,1,75.0,14,1,1
46,45.9833,3.08333,21,1,3,35.0,14,1,8
17,51.05,2.36667,5,2,1,31.0,11,2,2
47,49.7833,2.81667,21,1,3,43.0,14,3,7
24,48.7,1.85,21,1,3,37.0,14,4,2
13,50.4667,1.76667,21,2,4,43.0,14,3,2
22,49.4333,1.08333,21,2,1,72.0,14,2,1
21,49.3333,5.93333,21,2,1,51.0,14,1,6
25,48.25,4.33333,21,2,1,38.0,14,3,2
10,48.95,1.91667,21,1,3,35.0,14,2,8
28,43.5167,1.5,21,2,1,55.0,15,3,6
49,49.35,2.68333,13,1,3,30.0,11,4,3
15,50.5667,3.0,21,1,1,76.0,14,4,6
29,49.85,2.38333,21,1,1,18.0,14,2,1
38,48.7,5.06667,21,1,1,54.0,14,3,1
3,47.9667,3.83333,21,1,4,81.0,14,3,1
38,48.5,4.86667,21,1,3,68.0,14,2,3
49,49.6333,2.48333,7,1,4,52.0,11,4,3
44,43.6,3.88333,7,2,2,51.0,11,2,8
45,48.3333,6.33333,21,1,3,42.0,14,3,8
13,48.1167,5.13333,21,1,3,32.0,14,2,2
4,48.0,2.75,21,2,2,42.0,8,2,2
6,48.8,2.13333,21,2,1,58.0,14,2,4
20,48.6333,2.3,21,1,1,44.0,14,2,4
25,49.4,0.616667,4,1,1,29.0,5,3,1
38,48.9667,1.8,21,1,4,45.0,14,1,4
11,48.4333,1.31667,21,1,1,70.0,14,2,6
5,49.5667,2.3,21,2,1,23.0,14,2,1
15,47.3833,0.733333,21,1,1,97.0,15,4,1
44,48.6167,7.75,21,1,3,36.0,14,2,6
50,47.3167,5.01667,21,2,1,47.0,14,1,1
2,48.6833,6.15,21,2,1,49.0,14,2,2
39,43.5333,3.33333,21,1,1,46.0,14,1,1
46,46.3167,6.3,21,2,2,35.0,14,4,2
29,50.6333,3.06667,21,2,1,42.0,14,2,1
53,43.6,1.43333,23,2,1,74.0,14,1,2
16,48.6167,-1.9,21,1,1,62.0,14,1,3
